"text","class"
" min  ane beli barang  kurir jne   pembayaran  kurirnya berubah  sicepat best ya  diganti kah ","Negative"
" barusan dpt email ttg keterlambatan trus  dpt maaf doang yah ","Negative"
"  min duh  tumben slow respon ","Negative"
"     cashback dr transaksi digital sy belom masuk tdk  email pembatalan cashback bgmn ivr xviii x tokopediacustomerservice tokopedia","Negative"
" kak  beli token pln  x gagal  dana dikembalikan   ","Negative"
"  pembyrn tag cc  toped skrg  bmasalah bbrp hr  status pembyrn tertunda   duit dibalikin alias gagal byr skrg  terulang lg gmn nih ","Negative"
"  nya kasih password  kode otp   tokopedia   bertanggung    kesalahan konsumen  sistem ","Negative"
"      password  orang    sistem tokopedia    bagus  bandingkan sistem online  ","Negative"
" dear cs tokopedia   mengganti nomor telepon  tabungan  giro alias   buku tabungannya tolong pencerahannya ya thankyou togamasmargin com ","Negative"
"  neli tiket pesawat  cashback nya  nggak masuk ya ph cz i ye c","Negative"
" isi token listrik  sdh bayar blm  tokemmya yah statusnya  kayak gitu ","Negative"
"kemarin bilangnya  pencarian jam ehhh     dicari    ","Negative"
"  gimana pembayaran cc   jatuh temponya    keterlambatan nya  yg nanggung  nggak sanggup  layanan  maksain deh ","Negative"
"   pilihan ajukan pembatalan  dimana gmn langkah pencarian menu tsb thanks","Negative"
" mih tolong cek invoice ivr xviii x min butuh gpc nya asap tengkyu","Negative"
"kalo komplen   kemana ya kayanya store salah kirim barang  gue trus barang  dikirim   jawa   alamat toko  dki ","Negative"
" transaksi  toped pake pembayaran transfer va clickpay mati  jd ga asik","Negative"
"  invoice salah satunya  ivr xviii x ","Negative"
"  cs ny lgsg bg   fasilitas personal chat","Negative"
"     bayar tiket pakai kode promo gajianseru  gak dpt cashback ya ","Negative"
" halo  transfer bank   tolong  chk pym xviii x ","Negative"
" maaf min   ngerti    tinggal nunggu verifikasi  atah  ","Negative"
"min    konfirmasi pembayaran  berhasil   transfer melebihi batas   ditentukan   transfer via alfamart ","Negative"
" sy  bayar tagihan kartu kredit tp  pembayaran gagal trs dana tdk terpotong    gangguan pembayaran via jakone mobile","Negative"
"hai   transaksi pembayaran kartu halo  ivr xviii x pake voucher gajianseru  blm  cashback ya ","Negative"
" halo paket   salah kemarin  selesai seller  me ngirim barangnya    terima  menyelesaikan komplain an  gimana ya  suruh masukin resi  resi  pengiriman grab yg  ya ","Negative"
"parah nih dah ditungguin  jam  gak  respon   ","Negative"
"   beli voucher selebihnya  error krn server overload  jd keitung   yg udah masuk cashbacknya   ","Negative"
"   surat bebas perkara  badan penyelesaian sengketa konsumen jakarta ingintahu tokopedia jujurkahkamu konfirmasi hakjawab konsumenbertanyapelakuusahamenjawab","Negative"
" min  pembayaran cc promo tokpedcc gagal ivr xviii x ","Negative"
" min tolong  cek   bantu kendala    dm thanks","Negative"
" cashback plnpasti  ndak  mas tolong difolluwup","Negative"
" pembeli salah pinpoint gimana solusinya","Negative"
"   bilang  masuk tp pmberitahuan  trnsaksi menolak pmbayaran eh  tokocash raip muncul  sepersekian detik bos  tdk masuk pmberitahuan ditransaksi","Negative"
" min  invoice nomorivr xviii x cash back nya blom dikirim  pakai voucher plnpasti ","Negative"
"min   bayar tagihan kartu kredit ga   nih kendalanya muncul    bayar cc aja loh min bayar pascabayar  akses fitur   aplikasi   tokopedia lancar udah coba switch  wifi  mobile data  ","Negative"
" tolong  driver  order grab instant biar cepet   buru pas  telp  nganter istri kerja  paket dibawa    jam   ancol  ngerusak jadwal  ","Negative"
"bro ivr xviii x koq dibatalkan sy  byr via klik bca ","Negative"
" hi kak   beli voucher game unipin saua   pembayaran  ko status transaksinya  menunggu pembayaran ya ","Negative"
"   trx bpjs yg gagal  saldo ovocash  ovopointnya blm  ","Negative"
"  solusinya  saldo ovocash  opopoint   blm   transaksinya gagal ","Negative"
"  x jam  cek berkala tokocash   hilang   tokocash   kemana ya ","Negative"
" ka mo nanya klo aktifin ovo pake nomor yg beda  nomor tokpednya saldo  tokocash nya ilang ga ","Negative"
"   belanja dr shopee pengiriman dr  negri yg diketerangan po     dr  seller bermasalah   cs  tanggap ","Negative"
"  tokopedia janjinya ga memuaskan banget kalo gini ","Negative"
" min  cek resi pengiriman  aplikasi tokped  error  yaa ","Negative"
"  ngomong doang x jam nih udah   nanya ga    tokopedia","Negative"
" hmm  saldo tokocash   diconvert  ovo hilang    akun tokocash   tokopedia   pemeliharaan  ganguan ","Negative"
" hai sheza      menerima pengembalian dana  saldo ovo  ovo points    x jam   kendala ","Negative"
" min    transaksi tp   verifikasinya  batalkan transaksinya  saldo ovo   dibatalkan saldo ovo   dipotong   dikembalikan ovo points    dikembalikan mohon diproses min ","Negative"
" who sell this sh t  mengembalikan produk aja engga dikasih  seller     pake barang kotor     complain  customercare   wait another hours i have no choice than to shout here then ","Negative"
" seneng banget ama yg mundur ya ovo point  bikin ribet  reksadana scr instant coba  ovo point tuh   beli reksadana ","Negative"
" halo min  langganan reksadana toped trus  saldo ovonya  mencukupi  pembelian reksadana  tertunda  langsung memotong saldo  langganan  terhenti ","Negative"
"   ovocash mas kemaren banget  minggu  ragu coba cairin    aja mas ","Negative"
"driver nakal nih barang blm  pick up tp diselesaikan mohon  proses ","Negative"
"  beli voucher kfc pakai kode promo weekendhemat   cashback  voucher diredeem barusan  redeem   masuk cashback nya tks ","Negative"
" iya bener banget sis shopee  kelewat parah pelayanan cs nya bolak  mention  keluhan erorr kemarin dijawabnya  aja gak  solusi   ya mohon bantuannya q qjaare","Negative"
"  complaint  ig tokopedia trus  wa mengaku dr admin tokopedia to long dichek dm nya ya krn    uang dah ditransfer tp transaksi digagalkan dr sistem ","Negative"
"    suruh tunggu x jam bro     suruh tunggu  x jam   pasrah  untung  makan  tokopedia  penipu   suruh  tunggu  menunggu","Negative"
"dear mimin  trx    sabtu novermber  dibatalkan    dana ovocash    ovocash  yg  belanja  tokopedia dipikir   ya","Negative"
" pelayanan tokped  buruk aldo tokped  habis mayan  nih rugi bandar nih tolong  ditindaklanjuti yaa dijawabnya  aja gak  solusi   ya mohon bantuannya q qjaare","Negative"
" udah  kerjanya ngapain aja baca  komplain   double parah tokopedia licik olong  ditindaklanjuti yaa dijawabnya  aja gak  solusi   ya mohon bantuannya q qjaare","Negative"
"     kedepannya  bayar pake ovo ","Negative"
" sy td nyoba mesen tiket kereta  ga  bayar pake ovo ya ","Negative"
" nomor pembayaran tkp kronologis transaksi tgl gagal bayar dgn metode pembayaran  ovo point  kartu kredit mohon tindak ","Negative"
" investigasi    ga niatt","Negative"
" pembeli  membatalkan trx dg no trx  warna yg  kosong mohon bantuannya","Negative"
"dear  ovocash     tokocash   berkurang   dipakai transaksi ","Negative"
"  pakai tokocash  lancar  ga membingungkan  masuknya   notif langsung  email  sms ","Negative"
"kak  sy sdh aktifkan ovo sdh download aplikasinya habis masukin otp   security code  sy td daftar ga dpt security code ","Negative"
" min tolong bantu tegur jne paket      kota  resi tolong  tiadakan aja kurir jne  aplikasi tokopedia says  kecewa  kurir  ","Negative"
" transaksi  batal  dana ovocashnya  gak  ya ","Negative"
"  refundnya   x jam  ","Negative"
"  tolong  cancel aja  ud   penjual gada tanggapan lambat  ","Negative"
"tolong  bantu  min cancel transaksi   udh pesan dr jumat gada tanggapan  udh  cancel si penjual  proses  bikin  aja tlng  bantu transaksi  ","Negative"
" min  sbnernya udh  batal tp   proses  penjual  pesan dr jumat sampe skrg blm   kirim tlng  bantu pembatalan aja min ","Negative"
" lambat min  clear  ","Negative"
" transaksi    mingguan klo tau ribet gini mending konsumen langsung  suruh transaksi aja  tokopedia ","Negative"
"   yah sampe x jam m    ovo cash point   jugaaa  gimana yah   diproses   orng admin gini aj  kemarin","Negative"
" halo      ad transaksi   potong ovo point  ovo cash  transaksi gagal dana ovo  point  terpotong    x jam dana    kembalikan mohon bantuan  pengecekan akun  trims","Negative"
" oh  jd cashback masukny  ovo point ya sy blm aktivasi ovo  toped si so far app sy jg blm  update ","Negative"
"   om  php in suruh nunggu     manfaatkan  ovo cash  ovo points bedanya  sih yuk perhatiin toped  ya ayokebut aktivasi ovok  klo   dimaksimalin sih","Negative"
" aduhhhhh   transaksi penjualan sya yg  gagal gk  uang ny gk msuk  mba  saldo toped ","Negative"
" transaksi   dikirim  dibatalkan ya ","Negative"
" terima kasih nia sekedar info  d secure   aktif   jg    utk transaksi  tokopedia ","Negative"
"  dr  gojegnya  prosesnya  case  sampe  loh informasinya kendala  ketiga  gojeg    pennaganan   data    cepat bergerak   proses ","Negative"
"    pembayaran tumben verifikasinya   ya     terverfikasi","Negative"
" tolong cek nomor pembayaran  td  udh transfer tp kertas struk atm nya gk  ","Negative"
"halo admin    unggah bukti pembayaran dimana ya  bingung ","Negative"
" barangnya  dipick  driver       skrg   dipembelinya cm statusnya belom berubah  yg sy  komplen kakak","Negative"
" klu brg yg  beli batal krn auto sistem kemana ya uangku  dikembalikan   g berniat mengaktifkan ovo","Negative"
"   membatalkan  dananya   pakai  keperluan     persetujuan  penjual  penjual menyetujui tolong dibatalkan transaksinya kah   bantuan sih","Negative"
"min tolong bantu  sy  sdh  akun ovo dgn no xl   aktivasi ovo  akun tokopedia mlh pake no im jd skrg pnya akun ovo solusinya gimana min biar salah   ","Negative"
" haha kirain  doang  saldo  tokopedinya  hilang     trouble    disuruh nunggu  berkepanjangan  tim tokopediacare dibatalkan transaksinya kah   bantuan sih","Negative"
" tolong dibantu  admin tokopedia kasihan driver yg dapet  toko tutup  driver yg dapet","Negative"
"  seller   ubah kurir  gak   semlm    ","Negative"
" gak  kl gak ngerti permasalahan  bodoh trus   sdh tau koq kl tokopedia gak  bertanggung krn   menipu pembeli","Negative"
"  otu sistem tokopedia yg salah  pilih cicilan x knp ditagih full kl berubah jd full payment  sistem tokopedia yah urusan tokopedia menganalisa sistem nya   tanggung  jgn salahin pembeli ","Negative"
" silahkan buktikan kl screenshot  bener ato nggak yg   transaksi dgn metoda cicilan tokopedia aja yg ngeles trus  sistem nya yg salah  gak  ngotot kl  yg salah  tokopedia tdk bertanggung       tweet trus","Negative"
" hati berbelanja  tokopedia  jd korban penipuan tokopedia gak  bertanggung   keslaaham sistem   nya cuci tangan  salahin customer brengsek tokopedia","Negative"
" gak   basa basi  maaf  pura mengerti kekecewaan   tdk butuh   marah  kebodohan  kelicikan   tokopedia   tanggung  tokopedia kembalikan uang ","Negative"
" logika nya    capek ngetweet ratusan kali    sampe minggu  kl  yg salah buqt   buang energi  krn  menuntut kebenaran  gak salah knp beban nya dilempar   ","Negative"
" trus aja  dgn  bodoh sistem tokopedia salah  proses dgn transaski cicilan knp ditagih penuh  penipuan   cs tokopedia  bodoh tdk  mengalanisa ","Negative"
" sok tau   standard  kerja nya nya  copy paste  gak mikir dasar penipu","Negative"
" hayo  yg   sdh kasih bukti transaksi nya knp  ngeles  tanggumg   penipuan","Negative"
"  calon pembeli hati dgn modus  ditawarin cicilan tp ditagih full ntar cs tokopedia    belanja nya  pake metoda cicilan  tokopedia  ngeles  gak  disalahakan krn  modus  nipu","Negative"
" hi tokopedia kembalikan uang  rp  nipu  ya  pembayaran kartu kreditnya gagal dibayarkan diplatform tokopedia uang  dikembalikan   bilang  dikembalikan  saldo ovo  menipu  ","Negative"
" kembalikan uang   penuh tokopedia   uang   menipu   bilang  dikembalikan  buktinya ","Negative"
"   tanggal november    november         x    complain tgl november  sengaja memperlama   bangkrut ya  uang orang   rp  ambil diam ","Negative"
" pembayaran creditcard gagal kembalikan uangnya   main ambil sembarangan diam kembalikan saldo ovo  bilangnya  dikembalikan  buktinya kembalikan ","Negative"
" oh   saldo tokocash  masuk  saldo ovo ato poin ovo sih ngk  notifnya ya lupa ngk skrinshot sblom aktifasi ovonya tgl okt sampe skrg g ad kejelasannya niat kembalikan duit penjual   sih  duit kerja kakkkkk an sih","Negative"
"dear tim yth tolong bantu selesaikan   terkait kegagalan features toko peluang yg      detail via dm thanks","Negative"
" pesanan   kemarin  dibatalkan  ovo point ovo cash nya   ya mohon bantuannya","Negative"
" barang  skarang  posisi  ya   kembalikan   ekspedisi","Negative"
" emangnya  bs   akun pengguna   transaksi spt  ","Negative"
" tokocash  rp  migrasi  ovo tgl nov  skrg nov dana  hilang  berbekas   disuruh menunggu   ","Negative"
" penjual ngga  respon  giliran   stock  bales giliran kesalahan barang  ngga  tanggung  seller     kasih sanksi gimana sih nih","Negative"
" sih perbedaan ovo cash  ovo point  app tokopedia cashbacknya  masuk  ovo point ya   dpke ga ya idd penjelasannya you guys will consider my advice ","Negative"
"    dibilang kode yg  masukkan salah kemarin  uda dm detailnya  tdk  respon  ","Negative"
" kenyamanan ndasmu  aktivasi aja susah bener dibilang password salah mulu uda x yg  kaga  screenshot ","Negative"
"    pembatalan transaksi yg blm dikonfirmasi   bayar pake cc aeon  kena charge ","Negative"
"   pembelian tiket pesawat  tokopedia   bayar  riwayat pembelian tiket  hilang     lapor  pusat resolusi","Negative"
"    kirim tagihan       hasilnya     berganti  customer servicenya  track record penanganan   ","Negative"
"     bayar tagihan akibat kesalahan tokopedia     tokopedia ambil keuntungan  diperhatikan  transaksi  tokopedia ","Negative"
"    berhenti tweet  uang   dikembalikan ","Negative"
" mlm   pembeli tdk  order  stlah orderan yg  masuk sya cancel karna pembeli salah memilih jasa kurir","Negative"
"halo saldo   rp  sisa saldonya tertahan  mengganti nomor handphone lantas   mengembalikannya trims ","Negative"
"dear   menerima barang   pesanan    tujuan ya tlfon drivernya  aktif tolong ya tindaklanjutnya barang    ","Negative"
"dear    penarikan saldo  tokopedia  salah nomor rekening   dibatalkan tx","Negative"
"    harga normal  cuman ga etis banget deh seller  ","Negative"
" kronologis   seller  sabtu nov  barang  dikirim besoknya      minggu nov jawabannya   seller memperlakukan  dg   ","Negative"
" hai  user  toko   dibiarkan berjualan ya  menjual meterai palsu   oktober report    please terang  dki jakarta tokopedia","Negative"
" brapa   menunggu nya","Negative"
" knp koq  penarikan dana lambat  ya  gabung drngan ovo    penarikan dananya ","Negative"
"  dr tokped  dr tgl suruh nunggu      nunggunya sampe   yg bener  cust dibikin bingung  janji nya","Negative"
" pengembalian ovo points lg error ya  prosesnya ya  udh  tp gabalik  cancel order x jam    gatuh ","Negative"
" pagi min  tolong  cek  tokopedia  notifikasi seller info   pas  klik   tulisan loading doang tunggu menit kagak selesai loadingnya bennyc co id thank you","Negative"
"  berurusan  layananmu    konsisten ","Negative"
" hi admin toko pedih aaa uda  dm balasny  kyk lg nungguin antrian sembako gratisan y ck ck ck ","Negative"
"       netizen discount nya lazada   aja harga normal  tokped ","Negative"
" toped ay  altivasi ovo  toped  saldo ovo   berkurang  gimana  tolong solusinya","Negative"
"   dibantu   yg bs transaksi  emoney  daerah surabaya","Negative"
" terimakasih kak sarannya  terbantu  good service da   aja harga normal  tokped ","Negative"
"   klik button beli  error message  kesalahan mulu ya pake android app jd gk bs belanja nh ","Negative"
" cek dm min ovo cash  ovo points  gak ","Negative"
" no transaksi  dbatlkan tokopedia krn indikasi penipuan tp  saldo tokopedia at ovo blm  ya ","Negative"
"  pilihan metode pembayaranny terbatas      sy pakai kode referral rugi donk min mohon tanggapannya makasih ","Negative"
" helllooooooooo  ga  respons nya   siiii","Negative"
"  notifikasi menunggu jam mba   logbin ","Negative"
" kakak admin trx penjualan   grab sameday gagal pick kmrn      lacak pencarian driver tp gagal  mohon dibantu pencerahannya kakak admin","Negative"
" aktivasi ovo  gagal  dibantu aktivasi  dm aja ya","Negative"
"cashback toped skrg masuk  ovo point  toped ga terima pembayaran pake ovo point jd ga  dipake belanja lg pelanggan kecewa ","Negative"
"  sekelas tokopedia kaya gini   prosesnnya  minggu  sokusi   mentok ","Negative"
" cashback udah  seminggu belom masuk masuk parah bener","Negative"
" min saldo tokocash   pindah  ovo ya aktivasinya gimana sih  masukin otp gagal   yg dimasukin dah bener ","Negative"
"hai  transaksi dibatalkan   ovo cash point   akun  ","Negative"
"hati hati belanja   promo tp membahayakan  nya bener bener  membantu pantes tdk  voice call  mencari cust tp pelayanan parah","Negative"
"hati hati belanja   promo tp membahayakan  nya bener bener  membantu pantes tdk  voice call  mencari cust tp pelayanan parah","Negative"
" kak  input salah resi gmn rubahnya anturannya j t   jne  input gmn rubahnya","Negative"
" malem min ane pesen tiket kereta udah bayar  ane salah masukin stasiun keberangkatan   bantu ga min ","Negative"
"  sdh klik lapor spam plagiator lapak   jhony tp no respon tlg ditindak tq ","Negative"
" spam plagiator lapak  tolong didelete  sdh klik lapor tp ga ngefek ","Negative"
" min  jam ditunggu  gak muncuk tombol pembatalan pesanannya ya ","Negative"
"kampret sdh x  aktivasi ovo cash kagak dikirimin  kode aktivasinya  coba  smp alhirnya disuruh tunggu jam  balikin aj deh saldo toko cash gw  kecewa sma    kesal gw tutup aj nih akun","Negative"
"    hrs  pindah  ovo cash  ngga   pake toko cash  gimana sih min it nya yg   tuh bikin susah aja","Negative"
"   pagi    pencarian driver yah min ","Negative"
" tdk  buktinya  hilang transaksiny vm sy nyimpan bukti mbayar nya","Negative"
" terima kasih  perhatiannya  cepat tanggap min  selesai  alhirnya disuruh tunggu jam  balikin aj deh saldo toko cash gw  kecewa sma    kesal gw tutup aj nih akun","Negative"
" kak   resi yg  masukan status menunggu   trak      gini  penjual   menerima status pemesanan   selesai pdahal paket    pembeli ","Negative"
" min akun   ga  bayar pakai ovo ya ","Negative"
"dear   kendala  pengiriman bbrp  yg   pesanan masuk     kirim   miss dimana paketnya tertukar yg   palangkaraya  dikirim  aceh   ","Negative"
" halooo  komplain   dm ga  respon ya customer   marah karna barang   kirim   kemarin   driver tokopedia   kooperatif membantu   penjual ","Negative"
"  kalo  kyk gini tuh makan   kalender ya  duitnya gede min setengahnya ukt   malahanmu ya toppers tokopediacare komiktoped  tutup aj nih akun","Negative"
" hai min  ganti no telepon gmna ya  no kartunya  mati     login karna   konfirmasi  no   ","Negative"
"   lg  tokocash  ovo point  senilai k ilang aneh bgt  tokped  ","Negative"
" nuker point gede  pake kuota tp   tulisannya kendala sistem lha gimana sejaknkapan penukaran poin jd dikuotakan kl nuker poin dgn cashback rb  paham dikuotakan ","Negative"
"min cash backku yg tempo  belom masuk  ovo   malam   cash back  tp gak masuk   ngapain sih  pke dipindah  ovo mending  cash back  aja ","Negative"
" kl urusan uang cepet kl urusan komplain knp  yaaa","Negative"
"    mengerti aja ya mas trs solusinya gimana hrs nunggu x jam nunggu   hrs  ","Negative"
"  masuk     pengembalian ovo point  menunggu   ","Negative"
" transaksi  pembayaran  saldo ovo points transaksi  dibatalkan  saldo ovo points    saldo  ","Negative"
" ivr xviii xi  awalny gagal tulisanny error transaksi  berhasil   order lagiivr xviii xi transaksi  berhasil pas  berhasil  yg  berhasil   double transaksi rugi  jdiny ama customer ","Negative"
" ovo poin ngga   beli reksadana ya   ataw  ","Negative"
" pembelinya mengabaikan chat min  lelah ","Negative"
" besok      enak dgn pelanggan   sptnya min  report mslh    terkait    teknis   tdk mengalam kendala dgn kurir  ","Negative"
" skrg  puluhan invoice yg kemarin sdh dinyatakan resi valid status pengiriman  sdh   kota tujuan  berubah  menunggu status pengiriman  kurir   salah  ga  salah gitu  ","Negative"
" okeyy kaa makasih yaaata  thank you for sharing  seminggu ga nyampe nomor invoice pers tokopediacare komiktoped  tutup aj nih akun","Negative"
"   paksa  orang mo pake  kasih kebebasan memilih","Negative"
"  gan ngumpulin cashback   tau lenyapseminggu ga nyampe nomor invoice pers tokopediacare komiktoped  tutup aj nih akun","Negative"
" halo admin tokopedia   call center yg bsa dihubungi    bantuan utk belanjaan  yg    komplen  aplikasi   kinerjanya","Negative"
"  udah ngajuin pengantian nomor karna nomor    aktif    pilih metode verifikasi email    dapet email masuknya ya  kemarin ","Negative"
"   ya dana saldo temen ngak  kembalikan padahan dah diterima barang ma pembeli n dikasi ulasannya knp ditahan  kasian klo modalnya  pake ditahan uang orang","Negative"
"dear gimana nih nasib tokocash  raib gitu aja  dipaksa aktivasi ovo tokopedia tokocash ovo tokopediaovo ","Negative"
" min   gajelas banget kurirnya   delivered cirebon      tujuan  majalengka resi  liat  pulau pic ","Negative"
"hlo  mengalami kendala  pembatalan tiket pesawat ","Negative"
" min knp skrg sring bgt sih menunggu konfirmasi operator x jam isi etoll gitu bayar cc gitu beli pulsa gitujadi ragu ga bs real time gini ganti kali jgn pake bni  ","Negative"
" mending  berhasil min cc aja x gagal masuk  saldo lgi  duit mati ","Negative"
" sore    pesan tiket kereta pulang pergi  jakarta  malang  gagal mencoba  option pilih kursi  ya thanks ","Negative"
" iya  kayaknya salah penamaan  pointback  cashback klo cash    transfer  bank tuh klo poin kayaknya ga  bener gak mimin plis namanya diganti jgn cashback  toko point    yak akh bikin bingung aja dah","Negative"
"  barusan nerima notifikasi transaksi tokopedia  ribu pdhl  gak beli pulsa profil ovo   tokopedia   nama mirna  nama  nomor yg  pakai  ovo   prnh   pengguna    ","Negative"
" halo    posisi redeem voucher  disebelah  ya  aplikasi ","Negative"
" halo kak  ceritanya narik saldo hasil jual   salah masukin bank  saldo  udah ditarik  balikin  gimana ya mohon dibantu ","Negative"
"    coba transaksi  hasil transaksi  normal  jg sdh tervetifikasi  tokped yg   apamah transaksi   pemoto gan biaya  kartu kredit mohon info ya","Negative"
"  beli token listrik drtd ga bs knp ya  kendala teknis  tulisannya ","Negative"
" min tolong  transaksi no dicancel   salah beli tipe barang  proses pembayaran   verifikasi tokopedia    proses  penjual terima kasih ","Negative"
"  toko   akun    ","Negative"
"  batas  pengiriman tgl barang  dikirim  tolong kembalikan  saldo biar  belanja  toko yg  tolong ditindaklanjuti   toko kirim resi jne yg  valid w ","Negative"
" tolong  infokan  penjual  order   sabtu  resi  valid  kirim pesen    gubris penjual ","Negative"
" kacau   informasi pembeli  vocer ongkir    pemberitahuan  ganti kurir  mengakibatkan ongkir yg sdh dibayar penjual  direfund   hak  ","Negative"
" no pesanan mohon  carikan kurir go send   kurirnya ","Negative"
" udah nunggu   pake kupon  tgl nov eh pas selesai pembayaran ga terverifikasi  pesananya dibatalin uang pembayaran masuk kesaldo tokped pembayaran rb  bayar rb rb pake saldo ovo  yg masuk rb doang saldo ovo hilang ","Negative"
" min   abis  transaksi  pembayaran ko ga  notif terverifikasi ya kenape tuh ","Negative"
" halo min tlg donk status gojek nya  kendala nh no invoice ","Negative"
" min    tokopoints   berlakunya   ditukar   hangus ","Negative"
" nomor hp ovo  tokopedia  tp  ovo cash beda gmn ya","Negative"
" mending kembaliin  min  toko cash drpda ovo cash menyesal  cashback masuknya  ovo point  ovocash ","Negative"
"hai    ovo  tokocash  diaktivasi ovo gagal   knapa ya ","Negative"
" min tolong follup keluhan   smartfren   statement  transaksi dri tokped  ga masuk id kendala ","Negative"
" sy  dropshipper  tokopedia kemarin  pembeli  komplain  sy tracking  barang   tujuan  pembeli  dpt dihubungi  menyelesaikan komplain     nomor resi  foto resi fisik  ya ","Negative"
" aktivasi nya   ga  dibuka ","Negative"
" dana sy  indiksi gestun stlah pembeli confirm barang d trma  sy mengalami kerugian klo mmng dr  toko sy d indikasi gestun knp tdk d cegah dr     maling  pembeli sy  kewajibannya  bank penerbit krtu krdt","Negative"
" dana sy  indiksi gestun stlah pembeli confirm barang d trma  sy mengalami kerugian klo mmng dr  toko sy d indikasi gestun knp tdk d cegah dr     maling  pembeli sy  kewajibannya  bank penerbit krtu kredit","Negative"
"  metode pembayaran  bni lgi d nonaktifkan ya  dana      transaksi pakai bni mobile banking","Negative"
" done hrus diupdate dlu  bru bsa   keluhan  complain susah besok mikir x deh order   promo  after sales ga memuaskan  bayar rb rb pake saldo ovo  yg masuk rb doang saldo ovo hilang ","Negative"
"kebijakan tokopedia mengganto tokocash  ovo bertentangan   keadilan tolong utk ditinjau ulang ","Negative"
"       toko cash  ribet sy kecewa dgn tokopedia  update  reg  ovo   pilihan   pindah  ovo  maksa  user toped regis ovo promo cashback tdk cair cm dpt lucky egg aja  aneh ","Negative"
" min   lg  g dijawb ","Negative"
"  toko cash   saldo opo   dipake  ditarik","Negative"
"   nih simbol ovo points  app nya  hilang ","Negative"
"   dapet cashback  dijanjikan ","Negative"
"  spt ditipu  transaksi   order kripik kentang pcs yg  makanan renginang incoice  sd hy bbunjsvro nh  order via grab same day chat dr penjual  mengantar bonusnya   pesanannya  diantar gojek aneh","Negative"
"   aktifin ovo  aplikasi toped  ga  trs ya","Negative"
" mohon cek dm seller memasukkan resi palsu","Negative"
"tolong  pengiriman   tulisannya kg berat barangnya ya langsung ditagih kg  pembelilah  cm kena sekilo yg rugi ya seller    semarang  riau kg  ditagih kg rb pas giliran  kantor pos ditagihnya kg ","Negative"
" halo  ganti pesanan order ga via tokopedia care  salah order nih takutnya udah dikirim duluan  seller","Negative"
" halo    aktivasi ovo  kemarin error  yaa ","Negative"
"hai   bantuan  pembatalan pesanan konsumen invoice inv xviii  nama indra bayu permana  foto percakapan permintaan pembatalan  konsumen  memahami   pembatalan bukti foto  terima kasih ","Negative"
" kak  ya   pesen barang  batam  nya    seminggu  aplikasi keterangan   minimal   barang      transit barang  batam nya tolong cek barang   dimana   minggu ","Negative"
" dijanjikan dpt cashback   selesai transaksi kemarin tp  skrg cashback  masuk  gmn ya   salah ","Negative"
" belanjanya juta  cashback max rb dapatnya  rb  emg spt  hitungannya    salah hitung ","Negative"
" halo tokopedia  nanya    set diskon by campaign  harga produk  diskon kali yaa  contoh nya ","Negative"
" min sy udh  ovo trus sy  aktifkan ovo tokocash tp pin yg terkirim  nomor hp   salah hangus  uang  tokocash  udh brp hr sy ga  aktifin ovo tokocash mohon bantuannya","Negative"
"   salah alamat  penjual kehabisan stok   penambahan info  share chatnya ","Negative"
"ovo point  akun ga  dipake  motong total pembayaran token pln ya  nyoba beli token doang  coba yg  ","Negative"
" pembayaran pake ovo  pilih salah   ovo point   ovo cash  soalny saldo grab q ikutan ketarik wktu transaksi kemarin","Negative"
" halo min ovo point berlaku      reset    ","Negative"
" orderannya  butuh klg aza  total klg yg   seller    gak   yg respon  paket dropship  ol  dibantu canceling donk biar gak dobel pengiriman kalo dobel so   merugi jt ","Negative"
" ill feel bener dgn  penyelesaian toped  seller n buyer paket udah sampe ditangan buyer  uang  dipending jt   yg bener aza toped   pedagang  yg coba jualan tuk nambah omzet toko yg lg lesu kecewa bgt  ","Negative"
"  kak kelanjutan cashback    menunggu x jam","Negative"
" makasih min pet emailnya jdi  gk tau no voucher utk memenuhi persyaratan konfirmasi pembayarannytk kirim ulang email yg terdaoat no vouchernya yajt  toped kerjasama dgn buyer licik tuk mencuri n menipu uang yg  hak seller yah at o jz s","Negative"
"  yaa kak tolong  cek thanksi  gk tau no voucher utk memenuhi persyaratan konfirmasi pembayarannytk kirim ulang email yg terdaoat no vouchernya yajt  toped kerjasama dgn buyer licik tuk mencuri n menipu uang yg  hak seller yah at o jz s","Negative"
" ovo koq hilang  tokocash   gmna nasib cash back  ovo point koq  hilang  ","Negative"
"   masuk  dm ","Negative"
"tokped anjengg bikin emosi jiwa aja dah batal masi aja diterusin pake sellernya ngacangin  balikin duit gue ","Negative"
" hi tokopedia  nomor customer service yg  dihubungi  thx","Negative"
" produk     roti    dipalsu  orang resikonya penderita alergi  masuk rumah sakit   peduli  orang  sembarangan duplikasi produk    klik  pemilik produk yg diduplikasi   notifikasi","Negative"
"   dm  discreenshot   ketahuan orang   nomer nomernya    karyawan     menangani customer sih ","Negative"
" cht  aja biar fasrtrespondian yg kek gini udh  pembatalan krn sellernya  tp  diterusin saran  toped kalo pembeli  cancel  pembelian terverifikasi mending langsung dicancel aja jgn dikasi jeda  berjam krn byk alasan pembeli  cancel","Negative"
" dibatalkan   dana  kembalikan  saldo    masuk  saldo bank  saldo tokopedia  nunggu  kecewa sdh  tokopedia","Negative"
